year_month,month_index,developer_id,community_id,community_size
2025-05,3,18,1,8
2025-05,3,23,1,8
2025-05,3,28,1,8
2025-05,3,41,1,8
2025-05,3,44,1,8
2025-05,3,5,2,5
2025-05,3,19,2,5
2025-05,3,30,2,5
2025-05,3,31,2,5
2025-05,3,35,2,5
2025-05,3,6,3,4
2025-05,3,11,3,4
2025-05,3,27,3,4
2025-05,3,49,3,4
2025-05,3,10,4,6
2025-05,3,15,4,6
2025-05,3,17,4,6
2025-05,3,21,4,6
2025-05,3,37,4,6
2025-05,3,43,4,6
2025-05,3,13,5,8
2025-05,3,16,5,8
2025-05,3,26,5,8
2025-05,3,33,5,8
2025-05,3,36,5,8
2025-05,3,39,5,8
2025-05,3,47,5,8
2025-05,3,48,5,8
2025-05,3,14,6,4
2025-05,3,22,6,4
2025-05,3,25,6,4
2025-05,3,32,6,4
2025-06,4,1,0,11
2025-06,4,5,0,11
2025-06,4,9,0,11
2025-06,4,13,0,11
2025-06,4,15,0,11
2025-06,4,16,0,11
2025-06,4,30,0,11
2025-06,4,32,0,11
2025-06,4,38,0,11
2025-06,4,48,0,11
2025-06,4,50,0,11
2025-06,4,2,1,10
2025-06,4,23,1,10
2025-06,4,28,1,10
2025-06,4,31,1,10
2025-06,4,37,1,10
2025-06,4,39,1,10
2025-06,4,41,1,10
2025-06,4,42,1,10
2025-06,4,47,1,10
2025-06,4,49,1,10
2025-06,4,3,2,7
2025-06,4,20,2,7
2025-06,4,21,2,7
2025-06,4,26,2,7
2025-06,4,27,2,7
2025-06,4,33,2,7
2025-06,4,43,2,7
2025-06,4,4,3,11
2025-06,4,7,3,11
2025-06,4,8,3,11
2025-06,4,10,3,11
2025-06,4,19,3,11
2025-06,4,22,3,11
2025-06,4,25,3,11
2025-06,4,34,3,11
2025-06,4,36,3,11
2025-06,4,44,3,11
2025-06,4,45,3,11
2025-06,4,6,4,5
2025-06,4,12,4,5
2025-06,4,17,4,5
2025-06,4,24,4,5
2025-06,4,29,4,5
2025-06,4,11,5,5
2025-06,4,14,5,5
2025-06,4,18,5,5
2025-06,4,35,5,5
2025-06,4,40,5,5
2025-07,5,1,0,12
2025-07,5,20,0,12
2025-07,5,21,0,12
2025-07,5,22,0,12
2025-07,5,28,0,12
2025-07,5,29,0,12
2025-07,5,30,0,12
2025-07,5,38,0,12
2025-07,5,43,0,12
2025-07,5,44,0,12
2025-07,5,45,0,12
2025-07,5,48,0,12
2025-07,5,2,1,5
2025-07,5,6,1,5
2025-07,5,16,1,5
2025-07,5,36,1,5
2025-07,5,46,1,5
2025-07,5,3,2,5
2025-07,5,13,2,5
2025-07,5,14,2,5
2025-07,5,25,2,5
2025-07,5,39,2,5
2025-07,5,5,3,13
2025-07,5,7,3,13
2025-07,5,8,3,13
2025-07,5,9,3,13
2025-07,5,10,3,13
2025-07,5,12,3,13
2025-07,5,17,3,13
2025-07,5,23,3,13
2025-07,5,27,3,13
2025-07,5,33,3,13
2025-07,5,35,3,13
2025-07,5,37,3,13
2025-07,5,40,3,13
2025-07,5,11,4,6
2025-07,5,19,4,6
2025-07,5,31,4,6
2025-07,5,41,4,6
2025-07,5,42,4,6
2025-07,5,49,4,6
2025-07,5,15,5,3
2025-07,5,24,5,3
2025-07,5,34,5,3
2025-07,5,18,6,4
2025-07,5,26,6,4
2025-07,5,32,6,4
2025-07,5,50,6,4
2025-08,6,1,0,5
2025-08,6,14,0,5
2025-08,6,21,0,5
2025-08,6,29,0,5
2025-08,6,33,0,5
2025-08,6,2,1,6
2025-08,6,7,1,6
2025-08,6,20,1,6
2025-08,6,23,1,6
2025-08,6,24,1,6
2025-08,6,30,1,6
2025-08,6,3,2,11
2025-08,6,8,2,11
2025-08,6,11,2,11
2025-08,6,19,2,11
2025-08,6,22,2,11
2025-08,6,34,2,11
2025-08,6,38,2,11
2025-08,6,39,2,11
2025-08,6,40,2,11
2025-08,6,41,2,11
2025-08,6,44,2,11
2025-08,6,4,3,6
2025-08,6,13,3,6
2025-08,6,25,3,6
2025-08,6,26,3,6
2025-08,6,31,3,6
2025-08,6,35,3,6
2025-08,6,5,4,7
2025-08,6,15,4,7
2025-08,6,32,4,7
2025-08,6,36,4,7
2025-08,6,37,4,7
2025-08,6,45,4,7
2025-08,6,50,4,7
2025-08,6,9,5,2
2025-08,6,47,5,2
2025-08,6,12,6,3
2025-08,6,27,6,3
2025-08,6,49,6,3
2025-08,6,16,7,3
2025-08,6,42,7,3
2025-08,6,48,7,3
2025-09,7,1,0,7
2025-09,7,15,0,7
2025-09,7,24,0,7
2025-09,7,27,0,7
2025-09,7,31,0,7
2025-09,7,39,0,7
2025-09,7,41,0,7
2025-09,7,2,1,7
2025-09,7,3,1,7
2025-09,7,13,1,7
2025-09,7,29,1,7
2025-09,7,40,1,7
2025-09,7,42,1,7
2025-09,7,46,1,7
2025-09,7,5,2,7
2025-09,7,8,2,7
2025-09,7,26,2,7
2025-09,7,32,2,7
2025-09,7,36,2,7
2025-09,7,43,2,7
2025-09,7,47,2,7
2025-09,7,7,3,5
2025-09,7,28,3,5
2025-09,7,35,3,5
2025-09,7,38,3,5
2025-09,7,49,3,5
2025-09,7,9,4,4
2025-09,7,17,4,4
2025-09,7,30,4,4
2025-09,7,33,4,4
2025-09,7,10,5,7
2025-09,7,12,5,7
2025-09,7,16,5,7
2025-09,7,19,5,7
2025-09,7,20,5,7
2025-09,7,22,5,7
2025-09,7,23,5,7
2025-09,7,11,6,6
2025-09,7,18,6,6
2025-09,7,21,6,6
2025-09,7,34,6,6
2025-09,7,44,6,6
2025-09,7,50,6,6
2025-09,7,37,7,2
2025-09,7,48,7,2
2025-10,8,1,0,9
2025-10,8,2,0,9
2025-10,8,3,0,9
2025-10,8,12,0,9
2025-10,8,20,0,9
2025-10,8,25,0,9
2025-10,8,34,0,9
2025-10,8,44,0,9
2025-10,8,49,0,9
2025-10,8,4,1,8
2025-10,8,8,1,8
2025-10,8,24,1,8
2025-10,8,27,1,8
2025-10,8,45,1,8
2025-10,8,47,1,8
2025-10,8,48,1,8
2025-10,8,50,1,8
2025-10,8,5,2,6
2025-10,8,6,2,6
2025-10,8,13,2,6
2025-10,8,14,2,6
2025-10,8,29,2,6
2025-10,8,43,2,6
2025-10,8,7,3,4
2025-10,8,32,3,4
2025-10,8,40,3,4
2025-10,8,42,3,4
2025-10,8,9,4,11
2025-10,8,15,4,11
2025-10,8,16,4,11
2025-10,8,17,4,11
2025-10,8,19,4,11
2025-10,8,26,4,11
2025-10,8,31,4,11
2025-10,8,37,4,11
2025-10,8,39,4,11
2025-10,8,41,4,11
2025-10,8,46,4,11
2025-10,8,10,5,2
2025-10,8,33,5,2
2025-10,8,11,6,4
2025-10,8,22,6,4
2025-10,8,23,6,4
2025-10,8,30,6,4
2025-10,8,18,7,6
2025-10,8,21,7,6
2025-10,8,28,7,6
2025-10,8,35,7,6
2025-10,8,36,7,6
2025-10,8,38,7,6
2025-11,9,1,0,6
2025-11,9,3,0,6
2025-11,9,31,0,6
2025-11,9,32,0,6
2025-11,9,36,0,6
2025-11,9,40,0,6
2025-11,9,2,1,7
2025-11,9,6,1,7
2025-11,9,12,1,7
2025-11,9,22,1,7
2025-11,9,24,1,7
2025-11,9,34,1,7
2025-11,9,39,1,7
2025-11,9,5,2,7
2025-11,9,7,2,7
2025-11,9,8,2,7
2025-11,9,19,2,7
2025-11,9,20,2,7
2025-11,9,29,2,7
2025-11,9,45,2,7
2025-11,9,9,3,6
2025-11,9,16,3,6
2025-11,9,21,3,6
2025-11,9,33,3,6
2025-11,9,41,3,6
2025-11,9,47,3,6
2025-11,9,10,4,4
2025-11,9,11,4,4
2025-11,9,25,4,4
2025-11,9,38,4,4
2025-11,9,13,5,10
2025-11,9,14,5,10
2025-11,9,17,5,10
2025-11,9,27,5,10
2025-11,9,30,5,10
2025-11,9,37,5,10
2025-11,9,43,5,10
2025-11,9,44,5,10
2025-11,9,48,5,10
2025-11,9,50,5,10
2025-11,9,15,6,2
2025-11,9,23,6,2
2025-11,9,18,7,3
2025-11,9,28,7,3
2025-11,9,35,7,3
2025-11,9,42,8,3
2025-11,9,46,8,3
2025-11,9,49,8,3
2025-12,10,1,0,8
2025-12,10,6,0,8
2025-12,10,16,0,8
2025-12,10,17,0,8
2025-12,10,35,0,8
2025-12,10,37,0,8
2025-12,10,41,0,8
2025-12,10,42,0,8
2025-12,10,2,1,5
2025-12,10,24,1,5
2025-12,10,28,1,5
2025-12,10,29,1,5
2025-12,10,44,1,5
2025-12,10,3,2,8
2025-12,10,5,2,8
2025-12,10,11,2,8
2025-12,10,23,2,8
2025-12,10,30,2,8
2025-12,10,32,2,8
2025-12,10,36,2,8
2025-12,10,49,2,8
2025-12,10,4,3,10
2025-12,10,9,3,10
2025-12,10,13,3,10
2025-12,10,18,3,10
2025-12,10,22,3,10
2025-12,10,25,3,10
2025-12,10,27,3,10
2025-12,10,43,3,10
2025-12,10,47,3,10
2025-12,10,50,3,10
2025-12,10,7,4,9
2025-12,10,8,4,9
2025-12,10,12,4,9
2025-12,10,14,4,9
2025-12,10,19,4,9
2025-12,10,33,4,9
2025-12,10,38,4,9
2025-12,10,40,4,9
2025-12,10,46,4,9
2025-12,10,10,5,6
2025-12,10,15,5,6
2025-12,10,20,5,6
2025-12,10,31,5,6
2025-12,10,39,5,6
2025-12,10,48,5,6
2025-12,10,21,6,4
2025-12,10,26,6,4
2025-12,10,34,6,4
2025-12,10,45,6,4
