source,target,weight,source_tech,target_tech,tech_match,tech_match_type,strength_level,developer_id,name,primary_tech,join_date_x,activity_level,pagerank_score,degree_centrality,betweenness_centrality,degree_x,pagerank_score_percentile_x,degree_centrality_percentile_x,betweenness_centrality_percentile_x,is_core_developer,target_developer_id,target_name,target_primary_tech,join_date_y,target_activity_level,target_pagerank_score,target_degree_centrality,target_betweenness_centrality,degree_y,pagerank_score_percentile_y,degree_centrality_percentile_y,betweenness_centrality_percentile_y,target_is_core_developer,direction
2,10,0.28,Java,TypeScript,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,10,Dev_010,Rust,2025-07-27,0.537072731006352,0.0060738503789893,0.0204081632653061,0.0,1,8.0,9.0,11.0,False,outgoing
2,11,0.39,Java,C++,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,11,Dev_011,JavaScript,2025-05-08,0.5013642130302449,0.0231879232535983,0.1020408163265306,0.057331146744412,5,66.0,85.0,66.0,False,outgoing
2,16,0.42,Java,Rust,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,16,Dev_016,JavaScript,2025-11-30,0.5034730736093546,0.0101307772833044,0.0408163265306122,0.004921174819134,2,16.0,27.0,22.0,False,outgoing
2,18,0.34,Java,C++,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,18,Dev_018,JavaScript,2025-06-25,0.7657690393754095,0.0212438725681279,0.0816326530612244,0.0330360517222762,4,60.0,66.0,46.0,False,outgoing
2,19,0.45,Java,JavaScript,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,19,Dev_019,JavaScript,2025-03-10,0.6218909621105768,0.0114597987182011,0.0408163265306122,0.0,2,24.0,27.0,11.0,False,outgoing
2,20,0.33,Java,JavaScript,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,20,Dev_020,Rust,2025-11-05,0.5248540010399386,0.0324356057607642,0.1224489795918367,0.1232925709966526,6,90.0,97.0,94.0,True,outgoing
2,21,0.74,Java,C++,False,Cross-Tech,High,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,21,Dev_021,Python,2025-05-03,0.3970340131566759,0.0369104525719259,0.1224489795918367,0.1104450113378684,6,98.0,97.0,90.0,True,outgoing
2,22,0.53,Java,Go,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,22,Dev_022,Rust,2025-09-01,0.8812347580457343,0.0241183106056563,0.0816326530612244,0.0680737771298996,4,72.0,66.0,74.0,False,outgoing
2,23,0.21,Java,Rust,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,23,Dev_023,Go,2025-12-25,0.5468569966990218,0.0208594954032792,0.0612244897959183,0.0124939261418853,3,52.0,47.0,28.0,False,outgoing
2,24,0.37,Java,Rust,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,24,Dev_024,Java,2025-06-12,0.6031679518784931,0.0284332329095705,0.1020408163265306,0.1168424711154303,5,86.0,85.0,92.0,True,outgoing
2,26,0.38,Java,Go,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,26,Dev_026,TypeScript,2025-09-19,0.8265329817117668,0.0114445448078525,0.0408163265306122,0.013860544217687,2,22.0,27.0,30.0,False,outgoing
2,27,0.21,Java,Python,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,27,Dev_027,C++,2025-02-09,0.9458603965851872,0.032307693330708,0.1020408163265306,0.1028854200410322,5,88.0,85.0,86.0,True,outgoing
2,28,0.28,Java,C++,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,28,Dev_028,Java,2025-02-15,0.5805689623040975,0.0457445768294107,0.1020408163265306,0.1452461937155814,5,100.0,85.0,98.0,True,outgoing
2,29,0.39,Java,Rust,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,29,Dev_029,Python,2025-07-18,0.3522844882743963,0.0194260377755717,0.0816326530612244,0.0664368723679948,4,46.0,66.0,72.0,False,outgoing
2,31,1.42,Java,Java,True,Same Tech,High,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,31,Dev_031,Rust,2025-07-15,0.5674935262782486,0.0262671101339227,0.1020408163265306,0.09200882734046,5,80.0,85.0,80.0,False,outgoing
2,32,0.24,Java,Go,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,32,Dev_032,Python,2025-10-30,0.4847361309752396,0.0058408106395062,0.0204081632653061,0.0,1,6.0,9.0,11.0,False,outgoing
2,34,0.54,Java,Rust,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,34,Dev_034,Python,2025-04-16,0.7855892019179277,0.0359944325422226,0.1224489795918367,0.160845885973437,6,96.0,97.0,100.0,True,outgoing
2,35,0.75,Java,C++,False,Cross-Tech,High,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,35,Dev_035,Rust,2025-09-21,0.7610554080449926,0.0209400407908875,0.0612244897959183,0.0510204081632653,3,54.0,47.0,60.0,False,outgoing
2,36,1.05,Java,Java,True,Same Tech,High,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,36,Dev_036,Python,2025-03-24,0.9853373817778694,0.019567812039648,0.0612244897959183,0.0283021541950113,3,48.0,47.0,40.0,False,outgoing
2,37,0.27,Java,Python,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,37,Dev_037,C++,2025-08-03,0.809534968416388,0.0087361915569504,0.0204081632653061,0.0,1,12.0,9.0,11.0,False,outgoing
2,38,0.38,Java,C++,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,38,Dev_038,Python,2025-07-27,0.3941130508991837,0.0215811757376749,0.0408163265306122,0.0227992387431162,2,62.0,27.0,36.0,False,outgoing
2,40,0.21,Java,Go,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,40,Dev_040,JavaScript,2025-12-27,0.9910410136565008,0.011567221189774,0.0408163265306122,0.024083184861246,2,26.0,27.0,38.0,False,outgoing
2,41,1.5,Java,Java,True,Same Tech,High,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,41,Dev_041,Rust,2025-11-02,0.7986929303394126,0.0103052376945401,0.0204081632653061,0.0,1,18.0,9.0,11.0,False,outgoing
2,42,0.21,Java,Go,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,42,Dev_042,Rust,2025-08-29,0.9601617375541888,0.0145814727476874,0.0408163265306122,0.0,2,32.0,27.0,11.0,False,outgoing
2,43,0.59,Java,TypeScript,False,Cross-Tech,High,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,43,Dev_043,Rust,2025-02-02,0.7103762189907847,0.0180468481337654,0.0612244897959183,0.0458475056689342,3,40.0,47.0,52.0,False,outgoing
2,47,0.2,Java,JavaScript,False,Cross-Tech,Low,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,47,Dev_047,JavaScript,2025-09-01,0.7490448342669332,0.0221215093612103,0.0816326530612244,0.0534722222222222,4,64.0,66.0,64.0,False,outgoing
2,49,0.43,Java,Python,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,49,Dev_049,TypeScript,2025-08-04,0.6557935911314523,0.0080575066732091,0.0204081632653061,0.0,1,10.0,9.0,11.0,False,outgoing
2,50,0.36,Java,C++,False,Cross-Tech,Medium,2,Dev_002,C++,2025-01-09,0.33508391249991,0.0142043185760911,0.0408163265306122,0.0160754778101716,2,30.0,27.0,32.0,False,50,Dev_050,Python,2025-10-23,0.4585237113233705,0.0197018655423428,0.0408163265306122,0.0087274592376633,2,50.0,27.0,26.0,False,outgoing
3,4,0.44,Java,Rust,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,4,Dev_004,C++,2025-01-19,0.415661806818096,0.0348800332519661,0.1020408163265306,0.0833093753374365,5,94.0,85.0,78.0,True,outgoing
3,10,0.24,Java,TypeScript,False,Cross-Tech,Low,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,10,Dev_010,Rust,2025-07-27,0.537072731006352,0.0060738503789893,0.0204081632653061,0.0,1,8.0,9.0,11.0,False,outgoing
3,11,0.57,Java,C++,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,11,Dev_011,JavaScript,2025-05-08,0.5013642130302449,0.0231879232535983,0.1020408163265306,0.057331146744412,5,66.0,85.0,66.0,False,outgoing
3,12,0.47,Java,TypeScript,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,12,Dev_012,JavaScript,2025-07-24,0.8336185324710452,0.021219404405408,0.0612244897959183,0.0320092322643343,3,58.0,47.0,44.0,False,outgoing
3,13,0.64,Java,Java,True,Same Tech,High,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,13,Dev_013,Java,2025-11-22,0.4123522585525582,0.0166733001671502,0.0408163265306122,0.0195456754130223,2,36.0,27.0,34.0,False,outgoing
3,14,0.55,Java,Go,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,14,Dev_014,Go,2025-06-19,0.5268039156855088,0.0103512335987202,0.0408163265306122,0.0297662914372098,2,20.0,27.0,42.0,False,outgoing
3,18,0.41,Java,C++,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,18,Dev_018,JavaScript,2025-06-25,0.7657690393754095,0.0212438725681279,0.0816326530612244,0.0330360517222762,4,60.0,66.0,46.0,False,outgoing
3,20,0.32,Java,JavaScript,False,Cross-Tech,Low,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,20,Dev_020,Rust,2025-11-05,0.5248540010399386,0.0324356057607642,0.1224489795918367,0.1232925709966526,6,90.0,97.0,94.0,True,outgoing
3,21,0.43,Java,C++,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,21,Dev_021,Python,2025-05-03,0.3970340131566759,0.0369104525719259,0.1224489795918367,0.1104450113378684,6,98.0,97.0,90.0,True,outgoing
3,22,0.19,Java,Go,False,Cross-Tech,Low,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,22,Dev_022,Rust,2025-09-01,0.8812347580457343,0.0241183106056563,0.0816326530612244,0.0680737771298996,4,72.0,66.0,74.0,False,outgoing
3,23,0.45,Java,Rust,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,23,Dev_023,Go,2025-12-25,0.5468569966990218,0.0208594954032792,0.0612244897959183,0.0124939261418853,3,52.0,47.0,28.0,False,outgoing
3,25,0.97,Java,Java,True,Same Tech,High,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,25,Dev_025,JavaScript,2025-11-02,0.4904726088747695,0.0166292620670656,0.0612244897959183,0.0598092808551992,3,34.0,47.0,68.0,False,outgoing
3,27,0.4,Java,Python,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,27,Dev_027,C++,2025-02-09,0.9458603965851872,0.032307693330708,0.1020408163265306,0.1028854200410322,5,88.0,85.0,86.0,True,outgoing
3,28,0.43,Java,C++,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,28,Dev_028,Java,2025-02-15,0.5805689623040975,0.0457445768294107,0.1020408163265306,0.1452461937155814,5,100.0,85.0,98.0,True,outgoing
3,29,0.22,Java,Rust,False,Cross-Tech,Low,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,29,Dev_029,Python,2025-07-18,0.3522844882743963,0.0194260377755717,0.0816326530612244,0.0664368723679948,4,46.0,66.0,72.0,False,outgoing
3,30,0.37,Java,Rust,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,30,Dev_030,Rust,2025-04-21,0.4788720887177914,0.0101145009409465,0.0408163265306122,0.0081369452542921,2,14.0,27.0,24.0,False,outgoing
3,32,0.28,Java,Go,False,Cross-Tech,Low,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,32,Dev_032,Python,2025-10-30,0.4847361309752396,0.0058408106395062,0.0204081632653061,0.0,1,6.0,9.0,11.0,False,outgoing
3,35,0.37,Java,C++,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,35,Dev_035,Rust,2025-09-21,0.7610554080449926,0.0209400407908875,0.0612244897959183,0.0510204081632653,3,54.0,47.0,60.0,False,outgoing
3,36,0.53,Java,Java,True,Same Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,36,Dev_036,Python,2025-03-24,0.9853373817778694,0.019567812039648,0.0612244897959183,0.0283021541950113,3,48.0,47.0,40.0,False,outgoing
3,38,0.33,Java,C++,False,Cross-Tech,Medium,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,38,Dev_038,Python,2025-07-27,0.3941130508991837,0.0215811757376749,0.0408163265306122,0.0227992387431162,2,62.0,27.0,36.0,False,outgoing
3,39,0.81,Java,Java,True,Same Tech,High,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,39,Dev_039,Rust,2025-05-17,0.8186911513179176,0.027008635556134,0.0816326530612244,0.036345292085088,4,84.0,66.0,48.0,True,outgoing
3,40,0.25,Java,Go,False,Cross-Tech,Low,3,Dev_003,Go,2025-02-04,0.3640548137882908,0.0211840352025658,0.0816326530612244,0.1316873177842565,4,56.0,66.0,96.0,False,40,Dev_040,JavaScript,2025-12-27,0.9910410136565008,0.011567221189774,0.0408163265306122,0.024083184861246,2,26.0,27.0,38.0,False,outgoing
